selection_date,available_date,code,name,universe_rank,universe_selection_score
2025-11-06,2025-11-06,000888,峨眉山Ａ,14,86.01492819349964
2025-11-06,2025-11-06,300245,ST天玑,15,85.93518518518518
2025-11-06,2025-11-06,301591,肯特股份,16,85.93329554043841
2025-11-06,2025-11-06,000403,派林生物,17,85.88189720332579
2025-11-06,2025-11-06,002401,中远海科,18,85.7792894935752
2025-11-06,2025-11-06,688529,豪森智能,19,85.7403628117914
2025-11-06,2025-11-06,603258,电魂网络,20,85.60336356764928
2025-11-06,2025-11-06,301339,通行宝,21,85.52607709750568
2025-11-06,2025-11-06,301195,北路智控,22,85.5188964474679
2025-11-06,2025-11-06,301188,力诺药包,23,85.47996976568405
2025-11-06,2025-11-06,300817,双飞集团,24,85.4378306878307
2025-11-06,2025-11-06,301153,中科江南,25,85.41534391534391
2025-11-06,2025-11-06,300248,新开普,26,85.39436885865457
2025-11-06,2025-11-06,300840,酷特智能,27,85.31103552532124
2025-11-06,2025-11-06,002577,雷柏科技,28,85.27229780801208
2025-11-06,2025-11-06,002827,高争民爆,29,85.1950113378685
2025-11-06,2025-11-06,301050,雷电微力,30,85.16080876795162
2025-11-06,2025-11-06,000802,北京文化,31,85.09958427815572
2025-11-06,2025-11-06,300401,花园生物,32,85.08068783068782
2025-11-06,2025-11-06,301592,六九一二,33,85.06538170823887
2025-11-06,2025-11-06,605018,长华集团,34,85.0453514739229
2025-11-06,2025-11-06,300459,汤姆猫,35,85.00245653817083
2025-11-06,2025-11-06,688570,天玛智控,36,84.98280423280424
2025-11-06,2025-11-06,300377,赢时胜,37,84.9733560090703
2025-11-06,2025-11-06,002389,航天彩虹,38,84.96352985638701
2025-11-06,2025-11-06,300180,华峰超纤,39,84.8968253968254
2025-11-06,2025-11-06,605009,豪悦护理,40,84.89569160997733
2025-11-06,2025-11-06,300719,安达维尔,41,84.86130007558579
2025-11-06,2025-11-06,301281,科源制药,42,84.72883597883597
2025-11-06,2025-11-06,300307,慈星股份,43,84.69992441421013
2025-11-06,2025-11-06,301586,佳力奇,44,84.65948601662888
2025-11-06,2025-11-06,000516,国际医学,45,84.63321995464855
2025-11-06,2025-11-06,603409,汇通控股,46,84.61470143613002
2025-11-06,2025-11-06,002382,蓝帆医疗,47,84.57142857142857
2025-11-06,2025-11-06,300333,兆日科技,48,84.56878306878308
2025-11-06,2025-11-06,600351,亚宝药业,49,84.5196523053666
2025-11-06,2025-11-06,300169,天晟新材,50,84.48431594860166
2025-11-20,2025-11-20,301188,力诺药包,1,87.5645283018868
2025-11-20,2025-11-20,601177,杭齿前进,2,87.54735849056605
2025-11-20,2025-11-20,002123,梦网科技,3,87.14320754716981
2025-11-20,2025-11-20,301208,中亦科技,4,87.05301886792454
2025-11-20,2025-11-20,301581,黄山谷捷,5,86.53698113207547
2025-11-20,2025-11-20,002577,雷柏科技,6,86.42849056603775
2025-11-20,2025-11-20,603373,安邦护卫,7,86.22905660377359
2025-11-20,2025-11-20,301153,中科江南,8,86.1624528301887
2025-11-20,2025-11-20,688425,铁建重工,9,85.99943396226416
2025-11-20,2025-11-20,002148,北纬科技,10,85.89320754716981
2025-11-20,2025-11-20,600590,泰豪科技,11,85.68924528301886
2025-11-20,2025-11-20,301622,英思特,12,85.68641509433964
2025-11-20,2025-11-20,300130,新国都,13,85.66490566037737
2025-11-20,2025-11-20,300613,富瀚微,14,85.62169811320756
2025-11-20,2025-11-20,603912,佳力图,15,85.58867924528302
2025-11-20,2025-11-20,002120,韵达股份,16,85.40396226415096
2025-11-20,2025-11-20,301383,天键股份,17,85.38509433962264
2025-11-20,2025-11-20,600990,四创电子,18,85.30716981132076
2025-11-20,2025-11-20,300817,双飞集团,19,85.25716981132076
2025-11-20,2025-11-20,002981,朝阳科技,20,85.25641509433963
2025-11-20,2025-11-20,301596,瑞迪智驱,21,85.24415094339624
2025-11-20,2025-11-20,000026,飞亚达,22,85.2222641509434
2025-11-20,2025-11-20,920245,威博液压,23,85.19830188679246
2025-11-20,2025-11-20,600446,金证股份,24,85.18792452830189
2025-11-20,2025-11-20,301586,佳力奇,25,85.15735849056605
2025-11-20,2025-11-20,301022,海泰科,26,85.15679245283019
2025-11-20,2025-11-20,600839,四川长虹,27,85.10622641509435
2025-11-20,2025-11-20,301632,广东建科,28,85.08433962264151
2025-11-20,2025-11-20,300656,民德电子,29,84.92490566037736
2025-11-20,2025-11-20,603586,金麒麟,30,84.89830188679245
2025-11-20,2025-11-20,920068,天工股份,31,84.89716981132077
2025-11-20,2025-11-20,003040,楚天龙,32,84.87528301886793
2025-11-20,2025-11-20,301255,通力科技,33,84.78075471698115
2025-11-20,2025-11-20,688755,汉邦科技,34,84.66867924528302
2025-11-20,2025-11-20,600104,上汽集团,35,84.62264150943396
2025-11-20,2025-11-20,300031,宝通科技,36,84.6024528301887
2025-11-20,2025-11-20,600316,洪都航空,37,84.59283018867924
2025-11-20,2025-11-20,300180,华峰超纤,38,84.58735849056605
2025-11-20,2025-11-20,600178,东安动力,39,84.58283018867927
2025-11-20,2025-11-20,601696,中银证券,40,84.54037735849057
2025-11-20,2025-11-20,301318,维海德,41,84.53245283018869
2025-11-20,2025-11-20,300872,天阳科技,42,84.51000000000002
2025-11-20,2025-11-20,603211,晋拓股份,43,84.45037735849057
2025-11-20,2025-11-20,301501,恒鑫生活,44,84.44490566037737
2025-11-20,2025-11-20,301297,富乐德,45,84.44075471698113
2025-11-20,2025-11-20,301050,雷电微力,46,84.4333962264151
2025-11-20,2025-11-20,300046,台基股份,47,84.40490566037737
2025-11-20,2025-11-20,600841,动力新科,48,84.38716981132076
2025-11-20,2025-11-20,603617,君禾股份,49,84.35490566037736
2025-11-20,2025-11-20,300773,拉卡拉,50,84.33547169811322
2025-12-04,2025-12-04,688085,三友医疗,1,87.21273379935765
2025-12-04,2025-12-04,301177,迪阿股份,2,87.08520687700737
2025-12-04,2025-12-04,688443,智翔金泰-U,3,86.61364065747213
2025-12-04,2025-12-04,688566,吉贝尔,4,86.47553372378613
2025-12-04,2025-12-04,920005,鼎佳精密,5,86.24711883619875
2025-12-04,2025-12-04,920547,无锡晶海,6,86.14717551483092
2025-12-04,2025-12-04,600749,西藏旅游,7,85.878518798413
2025-12-04,2025-12-04,300879,大叶股份,8,85.72832042320047
2025-12-04,2025-12-04,920245,威博液压,9,85.46117513697337
2025-12-04,2025-12-04,300529,健帆生物,10,85.19327413565088
2025-12-04,2025-12-04,603339,四方科技,11,85.08520687700738
2025-12-04,2025-12-04,002657,中科金财,12,84.92329491781597
2025-12-04,2025-12-04,920870,恒进感应,13,84.84545626298886
2025-12-04,2025-12-04,920101,志高机械,14,84.82599659928208
2025-12-04,2025-12-04,688108,赛诺医疗,15,84.79727942565653
2025-12-04,2025-12-04,920403,康农种业,16,84.73720007557152
2025-12-04,2025-12-04,002939,长城证券,17,84.72246363121104
2025-12-04,2025-12-04,300203,聚光科技,18,84.68203287360666
2025-12-04,2025-12-04,688165,埃夫特-U,19,84.65860570564897
2025-12-04,2025-12-04,688265,南模生物,20,84.5686756092953
2025-12-04,2025-12-04,603579,荣泰健康,21,84.53825807670509
2025-12-04,2025-12-04,603373,安邦护卫,22,84.51596448139053
2025-12-04,2025-12-04,688180,君实生物-U,23,84.50349518231629
2025-12-04,2025-12-04,300558,贝达药业,24,84.42490081239373
2025-12-04,2025-12-04,920541,铁大科技,25,84.31569998110713
2025-12-04,2025-12-04,002393,力生制药,26,84.15699981107123
2025-12-04,2025-12-04,603848,好太太,27,84.14812015870018
2025-12-04,2025-12-04,603275,众辰科技,28,84.10334403929718
2025-12-04,2025-12-04,920270,天铭科技,29,84.08369544681658
2025-12-04,2025-12-04,920108,宏海科技,30,83.9573020971094
2025-12-04,2025-12-04,002605,姚记科技,31,83.94388815416588
2025-12-04,2025-12-04,688050,爱博医疗,32,83.93236349896091
2025-12-04,2025-12-04,920139,华岭股份,33,83.92782920838845
2025-12-04,2025-12-04,920378,泰德股份,34,83.88985452484414
2025-12-04,2025-12-04,605050,福然德,35,83.8441337615719
2025-12-04,2025-12-04,688505,复旦张江,36,83.81296051388627
2025-12-04,2025-12-04,601696,中银证券,37,83.78669941432081
2025-12-04,2025-12-04,600521,华海药业,38,83.72095220102022
2025-12-04,2025-12-04,688299,长阳科技,39,83.69355752881165
2025-12-04,2025-12-04,920833,美心翼申,40,83.69034573965615
2025-12-04,2025-12-04,301622,英思特,41,83.68486680521444
2025-12-04,2025-12-04,003040,楚天龙,42,83.65747213300587
2025-12-04,2025-12-04,600446,金证股份,43,83.62497638390327
2025-12-04,2025-12-04,688709,成都华微,44,83.5885131305498
2025-12-04,2025-12-04,603072,天和磁材,45,83.55072737577932
2025-12-04,2025-12-04,920932,科达自控,46,83.47458907991687
2025-12-04,2025-12-04,920082,方正阀门,47,83.464197997355
2025-12-04,2025-12-04,002987,京北方,48,83.46249763839033
2025-12-04,2025-12-04,603325,博隆技术,49,83.44322690345741
2025-12-04,2025-12-04,920098,科隆新材,50,83.40317400340074
2025-12-18,2025-12-18,002423,中粮资本,1,87.59494148735374
2025-12-18,2025-12-18,605050,福然德,2,87.381087202718
2025-12-18,2025-12-18,603219,富佳股份,3,87.21215553038884
2025-12-18,2025-12-18,002042,华孚时尚,4,86.84031710079276
2025-12-18,2025-12-18,920718,合肥高科,5,86.83295583238959
2025-12-18,2025-12-18,002148,北纬科技,6,86.18818422046056
2025-12-18,2025-12-18,603207,小方制药,7,85.99509248773121
2025-12-18,2025-12-18,688566,吉贝尔,8,85.92317855794641
2025-12-18,2025-12-18,603848,好太太,9,85.89524348810875
2025-12-18,2025-12-18,688665,四方光电,10,85.75141562853908
2025-12-18,2025-12-18,002530,金财互联,11,85.52944507361269
2025-12-18,2025-12-18,600749,西藏旅游,12,85.48546621366555
2025-12-18,2025-12-18,002550,千红制药,13,85.44110985277464
2025-12-18,2025-12-18,600503,华丽家族,14,85.3969422423556
2025-12-18,2025-12-18,300580,贝斯特,15,85.39222348055871
2025-12-18,2025-12-18,000837,秦川机床,16,85.33238958097395
2025-12-18,2025-12-18,605228,神通科技,17,85.12967157417893
2025-12-18,2025-12-18,603197,保隆科技,18,85.09475273688184
2025-12-18,2025-12-18,300149,睿智医药,19,85.06191015477539
2025-12-18,2025-12-18,603811,诚意药业,20,85.03001132502831
2025-12-18,2025-12-18,301596,瑞迪智驱,21,84.9494148735372
2025-12-18,2025-12-18,600211,西藏药业,22,84.94507361268403
2025-12-18,2025-12-18,002456,欧菲光,23,84.74669686674218
2025-12-18,2025-12-18,002122,ST汇洲,24,84.73820309550774
2025-12-18,2025-12-18,603583,捷昌驱动,25,84.72838807097018
2025-12-18,2025-12-18,601311,骆驼股份,26,84.70234050585127
2025-12-18,2025-12-18,603089,正裕工业,27,84.6292940732352
2025-12-18,2025-12-18,301190,善水科技,28,84.56568516421292
2025-12-18,2025-12-18,600612,老凤祥,29,84.54964137410343
2025-12-18,2025-12-18,688108,赛诺医疗,30,84.42487731219329
2025-12-18,2025-12-18,301255,通力科技,31,84.36183465458664
2025-12-18,2025-12-18,688581,安杰思,32,84.22876557191394
2025-12-18,2025-12-18,002640,跨境通,33,84.2219705549264
2025-12-18,2025-12-18,301260,格力博,34,84.0847489618724
2025-12-18,2025-12-18,002623,亚玛顿,35,83.98206870517177
2025-12-18,2025-12-18,600603,广汇物流,36,83.94601736504342
2025-12-18,2025-12-18,301022,海泰科,37,83.93676859192149
2025-12-18,2025-12-18,002892,科力尔,38,83.91204228010571
2025-12-18,2025-12-18,688161,威高骨科,39,83.89014722536807
2025-12-18,2025-12-18,603380,易德龙,40,83.74971687429219
2025-12-18,2025-12-18,603111,XD康尼机,41,83.71574178935448
2025-12-18,2025-12-18,601099,太平洋,42,83.64212910532278
2025-12-18,2025-12-18,688299,长阳科技,43,83.62797281993207
2025-12-18,2025-12-18,002616,长青集团,44,83.62400906002266
2025-12-18,2025-12-18,600816,建元信托,45,83.61381653454134
2025-12-18,2025-12-18,605298,必得科技,46,83.57757644394111
2025-12-18,2025-12-18,002527,新时达,47,83.5428463571159
2025-12-18,2025-12-18,600521,华海药业,48,83.53850509626275
2025-12-18,2025-12-18,603477,巨星农牧,49,83.52246130615326
2025-12-18,2025-12-18,300633,开立医疗,50,83.5190637976595
2026-01-05,2026-01-05,000877,天山股份,1,87.62275901113418
2026-01-05,2026-01-05,688083,中望软件,2,87.18777127759955
2026-01-05,2026-01-05,603181,皇马科技,3,86.62709945272694
2026-01-05,2026-01-05,301491,汉桑科技,4,86.45272692960937
2026-01-05,2026-01-05,001380,华纬科技,5,86.40743536516324
2026-01-05,2026-01-05,002616,长青集团,6,86.29420645404794
2026-01-05,2026-01-05,601311,骆驼股份,7,86.2709945272693
2026-01-05,2026-01-05,603381,永臻股份,8,85.55953953576147
2026-01-05,2026-01-05,301052,果麦文化,9,85.49669749009247
2026-01-05,2026-01-05,600503,华丽家族,10,85.49632006038875
2026-01-05,2026-01-05,300641,正丹股份,11,85.38309114927345
2026-01-05,2026-01-05,300184,力源信息,12,85.38026042649557
2026-01-05,2026-01-05,301609,山大电力,13,85.35459520664277
2026-01-05,2026-01-05,002068,黑猫股份,14,85.24080015097189
2026-01-05,2026-01-05,002670,国盛证券,15,85.18437441026609
2026-01-05,2026-01-05,688566,吉贝尔,16,85.1504057369315
2026-01-05,2026-01-05,002045,国光电器,17,84.84638611058692
2026-01-05,2026-01-05,603227,雪峰科技,18,84.8405359501793
2026-01-05,2026-01-05,001358,兴欣新材,19,84.69484808454426
2026-01-05,2026-01-05,002456,欧菲光,20,84.67541045480279
2026-01-05,2026-01-05,600170,上海建工,21,84.67276844687677
2026-01-05,2026-01-05,688373,盟科药业-U,22,84.61709756557842
2026-01-05,2026-01-05,300904,威力传动,23,84.60143423287414
2026-01-05,2026-01-05,301325,曼恩斯特,24,84.52745801094545
2026-01-05,2026-01-05,301190,善水科技,25,84.47178712964711
2026-01-05,2026-01-05,920061,西磁科技,26,84.45065106623892
2026-01-05,2026-01-05,300844,山水比德,27,84.42932628797888
2026-01-05,2026-01-05,000066,中国长城,28,84.42158897905266
2026-01-05,2026-01-05,002929,润建股份,29,84.41743725231177
2026-01-05,2026-01-05,601127,赛力斯,30,84.39082845819966
2026-01-05,2026-01-05,688588,凌志软件,31,84.23702585393471
2026-01-05,2026-01-05,688252,天德钰,32,84.21947537271183
2026-01-05,2026-01-05,600126,杭钢股份,33,84.11889035667109
2026-01-05,2026-01-05,002145,钛能化学,34,83.89715040573694
2026-01-05,2026-01-05,300603,立昂技术,35,83.87827892055105
2026-01-05,2026-01-05,605050,福然德,36,83.86922060766182
2026-01-05,2026-01-05,300950,德固特,37,83.85846386110588
2026-01-05,2026-01-05,600375,汉马科技,38,83.83883751651256
2026-01-05,2026-01-05,600821,金开新能,39,83.7870352896773
2026-01-05,2026-01-05,688581,安杰思,40,83.71862615587847
2026-01-05,2026-01-05,600173,卧龙新能,41,83.65333081713533
2026-01-05,2026-01-05,688152,麒麟信安,42,83.61747499528214
2026-01-05,2026-01-05,600640,国脉文化,43,83.58728061898472
2026-01-05,2026-01-05,301210,金杨精密,44,83.57746744668806
2026-01-05,2026-01-05,300388,节能国祯,45,83.53802604264958
2026-01-05,2026-01-05,920627,力王股份,46,83.53670503868655
2026-01-05,2026-01-05,603111,XD康尼机,47,83.52557086242687
2026-01-05,2026-01-05,002365,永安药业,48,83.49801849405549
2026-01-05,2026-01-05,002550,千红制药,49,83.4608416682393
2026-01-05,2026-01-05,301500,飞南资源,50,83.43291187016419
2026-01-19,2026-01-19,600168,武汉控股,1,91.51750094091081
2026-01-19,2026-01-19,003038,鑫铂股份,2,89.3739179525781
2026-01-19,2026-01-19,002267,陕天然气,3,88.69288671433948
2026-01-19,2026-01-19,600008,首创环保,4,88.50884456153558
2026-01-19,2026-01-19,600123,兰花科创,5,88.50263455024465
2026-01-19,2026-01-19,603689,皖天然气,6,88.44166353029735
2026-01-19,2026-01-19,002482,广田集团,7,88.41343620624765
2026-01-19,2026-01-19,000045,深纺织Ａ,8,88.41211893112535
2026-01-19,2026-01-19,600971,恒源煤电,9,88.38840797892361
2026-01-19,2026-01-19,002481,双塔食品,10,88.36883703424915
2026-01-19,2026-01-19,300675,建科院,11,87.89028980052692
2026-01-19,2026-01-19,920101,志高机械,12,87.81802785095974
2026-01-19,2026-01-19,603053,成都燃气,13,87.75404591644713
2026-01-19,2026-01-19,600928,西安银行,14,87.71396311629658
2026-01-19,2026-01-19,600675,中华企业,15,87.71151674821229
2026-01-19,2026-01-19,600758,辽宁能源,16,87.51919458035377
2026-01-19,2026-01-19,002807,江阴银行,17,87.49397817086941
2026-01-19,2026-01-19,000402,金 融 街,18,87.4855099736545
2026-01-19,2026-01-19,601022,宁波远洋,19,87.45333082423787
2026-01-19,2026-01-19,002948,青岛银行,20,87.38821979676328
2026-01-19,2026-01-19,000552,甘肃能化,21,87.31087692886715
2026-01-19,2026-01-19,600925,苏能股份,22,87.25705683101242
2026-01-19,2026-01-19,000877,天山股份,23,87.10218291305985
2026-01-19,2026-01-19,000011,深物业A,24,87.03519006398194
2026-01-19,2026-01-19,600508,上海能源,25,86.90421528039143
2026-01-19,2026-01-19,000014,沙河股份,26,86.77531050056456
2026-01-19,2026-01-19,600903,贵州燃气,27,86.75103500188182
2026-01-19,2026-01-19,600548,深高速,28,86.75084681972149
2026-01-19,2026-01-19,600173,卧龙新能,29,86.56624012043659
2026-01-19,2026-01-19,002327,富安娜,30,86.47290176891231
2026-01-19,2026-01-19,300388,节能国祯,31,86.42491531802786
2026-01-19,2026-01-19,301632,广东建科,32,86.39612344749719
2026-01-19,2026-01-19,601326,秦港股份,33,86.3793752352277
2026-01-19,2026-01-19,603151,邦基科技,34,86.37542340986076
2026-01-19,2026-01-19,601158,重庆水务,35,86.37335340609711
2026-01-19,2026-01-19,000027,深圳能源,36,86.32611968385399
2026-01-19,2026-01-19,000517,荣安地产,37,86.31012420022583
2026-01-19,2026-01-19,601333,广深铁路,38,86.25291682348514
2026-01-19,2026-01-19,600016,民生银行,39,86.1821603312006
2026-01-19,2026-01-19,600035,楚天高速,40,86.02239367707942
2026-01-19,2026-01-19,600162,香江控股,41,86.01994730899511
2026-01-19,2026-01-19,600425,青松建化,42,85.99811817839668
2026-01-19,2026-01-19,603706,东方环宇,43,85.95069627399323
2026-01-19,2026-01-19,603406,天富龙,44,85.94354535190065
2026-01-19,2026-01-19,002726,ST龙大,45,85.93978170869401
2026-01-19,2026-01-19,000965,天保基建,46,85.92096349266089
2026-01-19,2026-01-19,601880,辽港股份,47,85.91042529168234
2026-01-19,2026-01-19,601860,紫金银行,48,85.90741437711706
2026-01-19,2026-01-19,603609,禾丰股份,49,85.84926608957471
2026-01-19,2026-01-19,600503,华丽家族,50,85.83929243507716
2026-02-02,2026-02-02,000755,山西高速,1,89.51765589782119
2026-02-02,2026-02-02,600548,深高速,2,88.60631104432758
2026-02-02,2026-02-02,002481,双塔食品,3,87.33414725770098
2026-02-02,2026-02-02,600027,华电国际,4,86.60894064613073
2026-02-02,2026-02-02,601658,邮储银行,5,86.55052592036063
2026-02-02,2026-02-02,002668,TCL智家,6,86.48365890308041
2026-02-02,2026-02-02,000014,沙河股份,7,86.4207362885049
2026-02-02,2026-02-02,601136,首创证券,8,86.27535687453044
2026-02-02,2026-02-02,600743,华远控股,9,86.09992486851992
2026-02-02,2026-02-02,605138,盛泰集团,10,86.04244928625096
2026-02-02,2026-02-02,600368,五洲交通,11,85.97933884297521
2026-02-02,2026-02-02,002840,华统股份,12,85.9614951164538
2026-02-02,2026-02-02,600377,宁沪高速,13,85.89237415477086
2026-02-02,2026-02-02,000903,ST云动,14,85.84654395191585
2026-02-02,2026-02-02,000736,中交发展,15,85.82963936889557
2026-02-02,2026-02-02,600012,皖通高速,16,85.82268970698723
2026-02-02,2026-02-02,001205,盛航股份,17,85.8084147257701
2026-02-02,2026-02-02,001282,三联锻造,18,85.78456048084149
2026-02-02,2026-02-02,002424,ST百灵,19,85.76070623591285
2026-02-02,2026-02-02,603376,大明电子,20,85.70154019534185
2026-02-02,2026-02-02,601059,信达证券,21,85.68482344102179
2026-02-02,2026-02-02,603301,振德医疗,22,85.48647633358378
2026-02-02,2026-02-02,920339,恒太照明,23,85.43632607062361
2026-02-02,2026-02-02,920718,合肥高科,24,85.4363260706236
2026-02-02,2026-02-02,603669,灵康药业,25,85.43595041322314
2026-02-02,2026-02-02,300388,节能国祯,26,85.38861758076635
2026-02-02,2026-02-02,600575,淮河能源,27,85.38354620586026
2026-02-02,2026-02-02,002210,飞马国际,28,85.29113448534936
2026-02-02,2026-02-02,000989,九芝堂,29,85.2610818933133
2026-02-02,2026-02-02,002269,美邦服饰,30,85.19609316303531
2026-02-02,2026-02-02,002807,江阴银行,31,85.13410969196093
2026-02-02,2026-02-02,001965,招商公路,32,85.08921863260707
2026-02-02,2026-02-02,603151,邦基科技,33,85.0569120961683
2026-02-02,2026-02-02,000679,大连友谊,34,85.03456048084146
2026-02-02,2026-02-02,000011,深物业A,35,85.01427498121714
2026-02-02,2026-02-02,002726,ST龙大,36,84.85725018782871
2026-02-02,2026-02-02,603508,思维列控,37,84.795830202855
2026-02-02,2026-02-02,600857,宁波中百,38,84.78005259203607
2026-02-02,2026-02-02,300890,翔丰华,39,84.75563486100677
2026-02-02,2026-02-02,600503,华丽家族,40,84.6855747558227
2026-02-02,2026-02-02,000567,海德股份,41,84.65871525169045
2026-02-02,2026-02-02,603030,全筑股份,42,84.61081893313299
2026-02-02,2026-02-02,300173,ST福能,43,84.56217129977462
2026-02-02,2026-02-02,603839,安正时尚,44,84.47952667167544
2026-02-02,2026-02-02,603717,天域生物,45,84.46036814425246
2026-02-02,2026-02-02,000068,华控赛格,46,84.4586776859504
2026-02-02,2026-02-02,603014,威高血净,47,84.42731029301278
2026-02-02,2026-02-02,920837,华原股份,48,84.33489857250188
2026-02-02,2026-02-02,603535,嘉诚国际,49,84.28906836964688
2026-02-02,2026-02-02,600006,东风股份,50,84.2809917355372
2026-02-24,2026-02-24,001390,古麒绒材,1,89.09198423127465
2026-02-24,2026-02-24,600881,亚泰集团,2,88.56016519617046
2026-02-24,2026-02-24,002086,东方海洋,3,88.03435329453727
2026-02-24,2026-02-24,601136,首创证券,4,88.00825980852262
2026-02-24,2026-02-24,000158,常山北明,5,87.81584381452976
2026-02-24,2026-02-24,688198,佰仁医疗,6,87.33114323258872
2026-02-24,2026-02-24,002855,捷荣技术,7,87.14773793880234
2026-02-24,2026-02-24,920436,大地电气,8,87.05368875539705
2026-02-24,2026-02-24,002877,智能自控,9,86.89600150178337
2026-02-24,2026-02-24,688101,三达膜,10,86.88079594518491
2026-02-24,2026-02-24,601162,天风证券,11,86.54702459170267
2026-02-24,2026-02-24,002940,昂利康,12,86.479068894312
2026-02-24,2026-02-24,000567,海德股份,13,86.20499342969778
2026-02-24,2026-02-24,600167,联美控股,14,86.17721043739441
2026-02-24,2026-02-24,002369,卓翼科技,15,86.10474938990052
2026-02-24,2026-02-24,601059,信达证券,16,85.84869532569927
2026-02-24,2026-02-24,002453,华软科技,17,85.78899943683125
2026-02-24,2026-02-24,600155,华创云信,18,85.77980101370377
2026-02-24,2026-02-24,603535,嘉诚国际,19,85.74338276703588
2026-02-24,2026-02-24,601279,英利汽车,20,85.72310869157124
2026-02-24,2026-02-24,300388,节能国祯,21,85.66547775483387
2026-02-24,2026-02-24,002269,美邦服饰,22,85.6054064201239
2026-02-24,2026-02-24,300822,贝仕达克,23,85.50760277829923
2026-02-24,2026-02-24,000403,派林生物,24,85.31424816970153
2026-02-24,2026-02-24,002481,双塔食品,25,85.30354796320631
2026-02-24,2026-02-24,002402,和而泰,26,85.26900694574809
2026-02-24,2026-02-24,300465,高伟达,27,85.15487140979914
2026-02-24,2026-02-24,002889,东方嘉盛,28,85.14623615543458
2026-02-24,2026-02-24,600319,亚星化学,29,85.11939177773607
2026-02-24,2026-02-24,002650,ST加加,30,85.03867092171956
2026-02-24,2026-02-24,603177,德创环保,31,84.96902571804019
2026-02-24,2026-02-24,000679,大连友谊,32,84.88098366810588
2026-02-24,2026-02-24,000955,欣龙控股,33,84.78824854514738
2026-02-24,2026-02-24,920925,锦好医疗,34,84.7713534822602
2026-02-24,2026-02-24,300867,圣元环保,35,84.69945560352919
2026-02-24,2026-02-24,300538,同益股份,36,84.6904449033227
2026-02-24,2026-02-24,002020,京新药业,37,84.65421437957575
2026-02-24,2026-02-24,600756,浪潮软件,38,84.46968274826357
2026-02-24,2026-02-24,920392,佳合科技,39,84.40078843626809
2026-02-24,2026-02-24,920523,德瑞锂电,40,84.39008822977286
2026-02-24,2026-02-24,600006,东风股份,41,84.38783555472125
2026-02-24,2026-02-24,603406,天富龙,42,84.35498404355172
2026-02-24,2026-02-24,300173,ST福能,43,84.34634878918715
2026-02-24,2026-02-24,002298,中电鑫龙,44,84.31387272385959
2026-02-24,2026-02-24,600712,南宁百货,45,84.27501407921909
2026-02-24,2026-02-24,600630,龙头股份,46,84.27238595832553
2026-02-24,2026-02-24,301116,益客食品,47,84.25849446217384
2026-02-24,2026-02-24,300598,诚迈科技,48,84.24629247231088
2026-02-24,2026-02-24,600483,福能股份,49,84.2354045428947
2026-02-24,2026-02-24,601606,长城军工,50,84.2324009761592
2026-03-10,2026-03-10,001390,古麒绒材,1,88.91358256622205
2026-03-10,2026-03-10,603711,香飘飘,2,88.43265076084916
2026-03-10,2026-03-10,000788,北大医药,3,88.37741874882585
2026-03-10,2026-03-10,600272,开开实业,4,88.36163817396205
2026-03-10,2026-03-10,000812,陕西金叶,5,88.13657711816646
2026-03-10,2026-03-10,300867,圣元环保,6,87.72083411609995
2026-03-10,2026-03-10,002889,东方嘉盛,7,87.42964493706558
2026-03-10,2026-03-10,600167,联美控股,8,87.42757843321436
2026-03-10,2026-03-10,600630,龙头股份,9,87.3913206838249
2026-03-10,2026-03-10,002369,卓翼科技,10,87.1606237084351
2026-03-10,2026-03-10,605179,一鸣食品,11,87.06443734736051
2026-03-10,2026-03-10,000756,新华制药,12,86.91978207777571
2026-03-10,2026-03-10,301584,建发致新,13,86.89705053541236
2026-03-10,2026-03-10,002900,哈三联,14,86.77756904001504
2026-03-10,2026-03-10,600679,上海凤凰,15,86.75596468157055
2026-03-10,2026-03-10,920701,豪声电子,16,86.75464963366524
2026-03-10,2026-03-10,603758,秦安股份,17,86.5735487507045
2026-03-10,2026-03-10,603906,龙蟠科技,18,86.55833176780013
2026-03-10,2026-03-10,601238,广汽集团,19,86.40390757091866
2026-03-10,2026-03-10,600857,宁波中百,20,86.28837121923728
2026-03-10,2026-03-10,603636,南威软件,21,86.26545181288748
2026-03-10,2026-03-10,001222,源飞宠物,22,86.23032124741687
2026-03-10,2026-03-10,605108,同庆楼,23,86.22938192748451
2026-03-10,2026-03-10,002402,和而泰,24,86.18560961863611
2026-03-10,2026-03-10,603677,奇精机械,25,86.06838249107648
2026-03-10,2026-03-10,300434,金石亚药,26,86.06199511553636
2026-03-10,2026-03-10,603106,恒银科技,27,85.95472477925983
2026-03-10,2026-03-10,600802,福建水泥,28,85.802930678189
2026-03-10,2026-03-10,002893,京能热力,29,85.75314672177345
2026-03-10,2026-03-10,603815,交建股份,30,85.71087732481683
2026-03-10,2026-03-10,605388,均瑶健康,31,85.70636858914146
2026-03-10,2026-03-10,603767,中马传动,32,85.63197445049785
2026-03-10,2026-03-10,600327,大东方,33,85.5369152733421
2026-03-10,2026-03-10,603535,嘉诚国际,34,85.45218861544244
2026-03-10,2026-03-10,002543,万和电气,35,85.44937065564532
2026-03-10,2026-03-10,002317,众生药业,36,85.32293819274845
2026-03-10,2026-03-10,002681,奋达科技,37,85.26150666917152
2026-03-10,2026-03-10,603508,思维列控,38,85.24328386248358
